company_name,company_rating,industry,size,type,years_old,location
Karnataka Bank,3.8,Banking,5k-10k Employees,Public,100,Mumbai
Corteva Agriscience,4.3,Agro Chemicals,1k-5k Employees,Public,5,Mumbai
Stryker,4.1,Medical Equipment,1k-5k Employees,Public,83,Mumbai
Confederation of Indian Industry,3.5,Law Enforcement & Security,5k-10k Employees,Central,129,Chennai
Jindal Poly Films,3.7,Packaging,1k-5k Employees,Public,50,Nashik
Qure.ai,3.3,Healthcare,11-50 Employees (Global),Startup,8,Mumbai
Mukand Engineers,4.5,Engineering & Construction,51-200 Employees,Public,37,Mumbai
Wellknown Polyesters,4.0,Fashion & Textile,1k-5k Employees,Public,28,Daman
Marwadi Shares & Finance,4.3,Financial Services,501-1k Employees,Public,32,Rajkot
Acer India,4.2,IT Services & Consulting,51-200 Employees,Public,48,Chennai
Corteva Agriscience,4.3,Agro Chemicals,1k-5k Employees,Public,5,Hyderabad
HFCL,4.2,Hardware & Networking,1k-5k Employees,Public,37,Chennai
Sukkhi Fashion Jewellery,3.2,Fashion & Textile,51-200 Employees (Global),Startup,8,Mumbai
BharatPe,3.7,FinTech,201-500 Employees,Indian Unicorn,6,Mumbai
Modison Metals,3.8,Electrical Equipment,51-200 Employees,Public,59,Mumbai
Logo Infosoft,4.3,Internet,201-500 Employees,Startup,8,Mumbai
Securitas,4.0,Law Enforcement & Security,10k-50k Employees,Forbes Global 2000,90,Mumbai
Maharashtra State Electricity Transmission Company,4.1,Government,1k-5k Employees,State,19,Mumbai
Third wave Coffee Roasters,3.5,Internet,1-10 Employees (Global),Startup,8,Mumbai
Vardhman Fabrics,4.1,Fashion & Textile,10k-50k Employees,Fortune India 500,59,Mumbai
RenewBuy,3.8,Insurance,1k-5k Employees,Startup,10,Mumbai
Vishvaraj Infrastructure,4.1,Waste Management,201-500 Employees,Public,25,Mumbai
Indostar Home Finance,4.3,Financial Services,51-200 Employees,Public,8,Coimbatore
Mercedes-Benz Research & Development India,4.0,IT Services & Consulting,5k-10k Employees,Public,28,Coimbatore
Coral Laboratories,3.6,Pharma,51-200 Employees,Public,30,Dehradun
Gabriel India,4.2,Auto Components,1k-5k Employees,Public,63,Mumbai
Allsec Technologies,4.0,BPO,1k-5k Employees,Public,24,Mumbai
Škoda Auto India,4.4,Automobile,1k-5k Employees,Conglomerate,23,Mumbai
Valiant Organics,3.8,Chemicals / Agri Inputs,501-1k Employees,Public,40,Mumbai
Credilio,2.6,Internet,11-50 Employees (Global),Startup,4,Mumbai
Northern Arc Capital,3.8,Financial Services,201-500 Employees,Public,35,Mumbai
FreshVnF,3.4,Logistics,11-50 Employees,Startup,6,Mumbai
Strides Pharma,3.9,Pharma,201-500 Employees,Public,34,Mumbai
Alankit,3.3,Financial Services,1k-5k Employees,Public,33,Mumbai
Keva Flavours,3.4,Chemicals,501-1k Employees,Public,32,Mumbai
ZTE Corporation,4.0,Telecom,201-500 Employees,Forbes Global 2000,21,Mumbai
Zeco Aircon,4.0,Industrial Machinery,501-1k Employees,Public,35,Mumbai
Salesforce,4.1,Software Product,5k-10k Employees,Public,25,Mumbai
Zeco Aircon,4.0,Industrial Machinery,501-1k Employees,Public,35,Mumbai
Biocon Limited,3.9,Biotechnology,5k-10k Employees,Public,46,Mumbai
Abengoa,4.2,Engineering & Construction,51-200 Employees,Forbes Global 2000,83,Mumbai
Poddar Developers,3.6,Real Estate,201-500 Employees,Public,42,Mumbai
TGL,3.2,Internet,51-200 Employees (Global),Startup,8,Mumbai
Morarjee Textiles,3.9,Fashion & Textile,201-500 Employees,Public,153,Mumbai
Bafna Motors,3.6,Automobile,201-500 Employees,Conglomerate,68,Mumbai
Nahar Builders Developers,2.6,Real Estate,201-500 Employees,Public,51,Mumbai
Eros International Media,4.1,Media & Entertainment,1k-5k Employees,Public,47,Mumbai
Poddar Developers,3.6,Real Estate,201-500 Employees,Public,42,Mumbai
Masmedi,3.2,Healthcare,11-50 Employees,Startup,4,Mumbai
Oil India,4.3,Oil & Gas,5k-10k Employees,Fortune India 500,65,Mumbai
Learning Links Foundation,3.9,Non-Profit,501-1k Employees,Public,22,Mumbai
EMCO,3.9,Power,51-200 Employees,Public,60,Mumbai
FreshMenu,2.9,Internet,201-500 Employees,Startup,10,Mumbai
Sysmex,4.0,Internet,51-200 Employees,Forbes Global 2000,55,Mumbai
LendingKart,3.2,NBFC,1k-5k Employees,Public,10,Mumbai
Avery Dennison,4.0,Packaging,1k-5k Employees,Forbes Global 2000,29,Mumbai
SEED Infotech,3.8,IT Services & Consulting,1k-5k Employees,Public,30,Mumbai
EMCO,3.9,Power,51-200 Employees,Public,60,Mumbai
Learning Links Foundation,3.9,Non-Profit,501-1k Employees,Public,22,Mumbai
Pay1,4.3,FinTech,51-200 Employees (Global),Startup,10,Mumbai
Healthians,3.5,Healthcare,1k-5k Employees,Startup,11,Mumbai
Ircon International,4.0,Engineering & Construction,1k-5k Employees,Fortune India 500,48,Mumbai
Hi-tech Corporation,4.1,Packaging,201-500 Employees,Public,12,Mumbai
Indorama,4.1,Fashion & Textile,51-200 Employees,Forbes Global 2000,49,Mumbai
ABC Bearings,4.1,Auto Components,201-500 Employees,Public,63,Mumbai
A2Z Infraservices,4.0,Facility Management Services,201-500 Employees,Public,22,Mumbai
Shriram Life Insurance,3.8,Insurance,1k-5k Employees,Conglomerate,19,Mumbai
Hero Housing Finance,3.9,Financial Services,501-1k Employees,Startup,7,Chennai
AstraZeneca,4.2,Pharma,501-1k Employees,Public,25,Chennai
BNY Mellon,4.0,Investment Banking / Venture Capital / Private Equity,10k-50k Employees,Forbes Global 2000,20,Chennai
Lotte India Corporation,3.9,FMCG,501-1k Employees,Public,20,Chennai
Ivrcl Infrastructures & Projects,4.3,Engineering & Construction,1k-5k Employees,Public,37,Chennai
Arvind Fashions,3.9,Fashion & Textile,1k-5k Employees,Public,31,Chennai
Pay1,4.3,FinTech,51-200 Employees (Global),Startup,10,Mumbai
AstraZeneca,4.2,Pharma,501-1k Employees,Public,25,Mumbai
ELGI Equipments,4.1,Industrial Machinery,1k-5k Employees,Public,64,Mumbai
UCO Bank,3.6,Banking,10k-50k Employees,Public,81,Mumbai
Delhi Metro Rail Corporation,4.1,Logistics,10k-50k Employees,Public,29,Mumbai
Dalmia Bharat Cement,4.1,Building Material,5k-10k Employees,Public,89,Mumbai
KEI Industries,4.2,Electrical Equipment,1k-5k Employees,Public,56,Mumbai
LendingKart,3.2,NBFC,1k-5k Employees,Public,10,Mumbai
Sysmex,4.0,Internet,51-200 Employees,Forbes Global 2000,55,Mumbai
Hi-tech Corporation,4.1,Packaging,201-500 Employees,Public,12,Mumbai
Praj Industries,4.3,Biotechnology,1k-5k Employees,Public,41,Mumbai
Bhilai Engineering Corporation,3.8,Industrial Machinery,501-1k Employees,Public,64,Mumbai
BNY Mellon,4.0,Investment Banking / Venture Capital / Private Equity,10k-50k Employees,Forbes Global 2000,20,Chennai
Shott Amusement Limited,4.4,Media & Entertainment,201-500 Employees,Public,9,Mumbai
Jet Freight Logistics,2.9,Logistics,201-500 Employees,Public,38,Mumbai
Relaxo Footwear,4.3,Fashion & Textile,5k-10k Employees,Public,40,Mumbai
Shott Amusement Limited,4.4,Media & Entertainment,201-500 Employees,Public,9,Mumbai
CashFlo,3.0,Internet,51-200 Employees,Startup,7,Mumbai
Collegedunia,3.1,EdTech,1k-5k Employees,Startup,10,Mumbai
Fineotex Chemical,4.2,Chemicals,51-200 Employees,Public,30,Mumbai
CoutLoot,3.0,Internet,51-200 Employees,Startup,8,Mumbai
Fineotex Chemical,4.2,Chemicals,51-200 Employees,Public,30,Mumbai
Collegedunia,3.1,EdTech,1k-5k Employees,Startup,10,Mumbai
CashFlo,3.0,Internet,51-200 Employees,Startup,7,Mumbai
ANZ Banking Group,4.2,Financial Services,5k-10k Employees,Forbes Global 2000,17,Mumbai
GVK Group,3.9,Engineering & Construction,50k-1 Lakh Employees,Public,32,Mumbai
MENSA,3.2,Investment Banking / Venture Capital / Private Equity,51-200 Employees,Indian Unicorn,3,Mumbai
The Hindu Group,4.0,Printing & Publishing,1k-5k Employees,Public,146,Mumbai
Eli Lilly and Company,4.1,Pharma,1k-5k Employees,Public,31,Mumbai
Pocket FM,3.5,Media & Entertainment,201-500 Employees,Startup,6,Mumbai
JAI,4.0,Fashion & Textile,1k-5k Employees,Public,39,Mumbai
Plancess EduSolutions,2.8,EdTech,11-50 Employees (Global),Startup,12,Mumbai
Plancess EduSolutions,2.8,EdTech,11-50 Employees (Global),Startup,12,Mumbai
JAI,4.0,Fashion & Textile,1k-5k Employees,Public,39,Mumbai
Soril Infra Resources,3.9,Engineering & Construction,1k-5k Employees,Public,19,Gurgaon/Gurugram
Just Buy Live Enterprise,4.2,Retail,51-200 Employees,Startup,9,Mumbai
Just Buy Live Enterprise,4.2,Retail,51-200 Employees,Startup,9,Mumbai
Invisalign India,2.7,Healthcare,51-200 Employees,Startup,9,Mumbai
Help Now,4.5,Healthcare,1-10 Employees (Global),Startup,5,Mumbai
Oorjan Cleantech,4.5,Power,51-200 Employees,Startup,10,Mumbai
Urban Platter,3.3,Internet,51-200 Employees (Global),Startup,9,Mumbai
hBits Proptech,3.3,Internet,11-50 Employees,Startup,6,Mumbai
Cochin Shipyard,4.3,Ports & Shipping,1k-5k Employees,Fortune India 500,52,Mumbai
Sanghi Industries,3.7,Building Material,501-1k Employees,Public,39,Mumbai
JSW Ispat Steel,4.3,Iron & Steel,501-1k Employees,Public,40,Mumbai
WSFx Global Pay,4.0,FinTech,51-200 Employees,Public,38,Mumbai
Alp Consulting,3.3,Recruitment,201-500 Employees,Public,28,Mumbai
Amdocs,4.0,Software Product,10k-50k Employees,Forbes Global 2000,42,Mumbai
InMobi,3.7,Marketing & Advertising,501-1k Employees,Indian Unicorn,17,Mumbai
IRIS Business Services,3.7,IT Services & Consulting,201-500 Employees,Public,24,Mumbai
Secure Meters,4.1,Electronics Manufacturing,1k-5k Employees,Public,37,Mumbai
JSW Ispat Steel,4.3,Iron & Steel,501-1k Employees,Public,40,Mumbai
Vijaya Bank,4.5,Banking,10k-50k Employees,Public,93,Mumbai
The Whole Truth,4.3,Internet,11-50 Employees (Global),Startup,5,Mumbai
AmBoxDemo-MumbaiHQ,3.7,Iron & Steel,51-200 Employees,Public,30,Mumbai
Western Union,4.0,FinTech,1k-5k Employees,Forbes Global 2000,173,Mumbai
DEN Networks,3.6,Broadcasting,201-500 Employees,Public,17,Mumbai
Accord Synergy,4.2,Hardware & Networking,51-200 Employees,Public,10,Mumbai
ShopX,4.4,Internet,201-500 Employees,Startup,9,Mumbai
PDS,3.5,Fashion & Textile,11-50 Employees,Fortune India 500,35,Mumbai
Electrolux,3.8,Consumer Electronics & Appliances,51-200 Employees,Public,105,Mumbai
Synopsys,4.0,Software Product,1k-5k Employees,Public,38,Mumbai
Shalimar Paints,3.9,Chemicals,1k-5k Employees,Public,122,Mumbai
AmBoxDemo-MumbaiHQ,3.7,Iron & Steel,51-200 Employees,Public,30,Mumbai
DEN Networks,3.6,Broadcasting,201-500 Employees,Public,17,Mumbai
Western Union,4.0,FinTech,1k-5k Employees,Forbes Global 2000,173,Mumbai
The Whole Truth,4.3,Internet,11-50 Employees (Global),Startup,5,Mumbai
Apcotex Industries,4.0,Chemicals,201-500 Employees,Public,44,Mumbai
Allen Solly,3.9,Fashion & Textile,10k-50k Employees,Public,280,Mumbai
Gopal Namkeen,4.2,FMCG,1k-5k Employees,Public,25,Mumbai
Confidence Petroleum India,3.5,Oil & Gas,501-1k Employees,Public,27,Mumbai
Hatsun Agro Product,4.0,Food Processing,5k-10k Employees,Public,54,Mumbai
WSFx Global Pay,4.0,FinTech,51-200 Employees,Public,38,Mumbai
DotPe,3.0,IT Services & Consulting,201-500 Employees,Startup,5,Mumbai
Amdocs,4.0,Software Product,10k-50k Employees,Forbes Global 2000,42,Mumbai
IRIS Business Services,3.7,IT Services & Consulting,201-500 Employees,Public,24,Mumbai
InMobi,3.7,Marketing & Advertising,501-1k Employees,Indian Unicorn,17,Mumbai
Housejoy,4.2,Facility Management Services,201-500 Employees,Startup,10,Mumbai
Alp Consulting,3.3,Recruitment,201-500 Employees,Public,28,Mumbai
ARCADIS,4.2,IT Services & Consulting,1k-5k Employees,Public,15,Mumbai
Reliance Petroleum,4.1,Oil & Gas,201-500 Employees,Public,16,Mumbai
Ofbusiness,3.1,Internet,1k-5k Employees,Indian Unicorn,9,Mumbai
Eros International,2.6,Media & Entertainment,51-200 Employees,Public,47,Mumbai
Munters India Humidity Control,3.7,Emerging Technologies,11-50 Employees,Public,69,Mumbai
Catalyst Media Integrated,4.5,IT Services & Consulting,11-50 Employees,Startup,5,Mumbai
Intermiles,2.8,Travel & Tourism,51-200 Employees,Startup,12,Mumbai
Electrolux,3.8,Consumer Electronics & Appliances,51-200 Employees,Public,105,Mumbai
PDS,3.5,Fashion & Textile,11-50 Employees,Fortune India 500,35,Mumbai
Synopsys,4.0,Software Product,1k-5k Employees,Public,38,Mumbai
Rupeek,3.7,FinTech,1k-5k Employees,Startup,9,Chennai
ShopX,4.4,Internet,201-500 Employees,Startup,9,Mumbai
Coromandel International,4.2,Agro Chemicals,5k-10k Employees,Public,63,Mumbai
Haldyn Glass,4.1,Packaging,501-1k Employees,Public,33,Mumbai
Karkhana.io,3.4,Industrial Automation,11-50 Employees,Startup,6,Mumbai
Indian Rare Earths,3.9,Oil & Gas,1k-5k Employees (Global),State,74,Mumbai
Omron Automation,4.2,Consumer Electronics & Appliances,201-500 Employees,Forbes Global 2000,91,Mumbai
Permanent Magnets,4.1,Metals & Mining,51-200 Employees,Public,64,Mumbai
Azuro,2.7,Internet,201-500 Employees,Startup,9,Mumbai
Everest Fleet,3.8,Internet,501-1k Employees,Startup,8,Mumbai
Disprz,3.5,Internet,201-500 Employees,Startup,9,Mumbai
Zetwerk Manufacturing Businesses,4.1,Industrial Machinery,1k-5k Employees,Indian Unicorn,6,Mumbai
Konkan Railway Corporation,3.9,Railways,5k-10k Employees (Global),Central,53,Mumbai
Flyrobe,4.6,Internet,51-200 Employees (Global),Startup,9,Mumbai
Greenpanel Industries,4.1,Furniture & Furnishing,1k-5k Employees,Public,7,Mumbai
Nxtgen Datacenter Cloud Technologies,3.4,IT Services & Consulting,201-500 Employees,Startup,12,Mumbai
Akums Drugs & Pharmaceuticals Limited,4.2,Pharma,10k-50k Employees,Public,20,Mumbai
Cummins,4.4,Industrial Machinery,1k-5k Employees,Fortune India 500,105,Mumbai
Blackrose Industries,3.9,Chemicals,51-200 Employees,Public,34,Mumbai
ING Vysya Bank,4.4,Banking,5k-10k Employees,Public,22,Mumbai
Culture Machine,3.8,Internet,201-500 Employees,Startup,11,Mumbai
Carnival,4.2,Urban Transport,10k-50k Employees,Forbes Global 2000,52,Mumbai
Centre For Electronic Governance,4.4,Government,51-200 Employees (Global),Public,18,Mumbai
Culture Machine,3.8,Internet,201-500 Employees,Startup,11,Mumbai
Oriental Veneer Products,1.8,Furniture & Furnishing,11-50 Employees,Public,33,Mumbai
Centre For Electronic Governance,4.4,Government,51-200 Employees (Global),Public,18,Mumbai
Expo Gas Containers,4.0,Engineering & Construction,51-200 Employees,Public,39,Mumbai
The Dharamsi Morarji Chemical Co.,3.4,Chemicals,51-200 Employees,Public,105,Mumbai
Oriental Veneer Products,1.8,Furniture & Furnishing,11-50 Employees,Public,33,Mumbai
Poddar Diamond,3.9,Jewellery,1k-5k Employees,Public,29,Mumbai
91Streets Media Technologies,4.0,Internet,11-50 Employees (Global),Startup,10,Mumbai
Poddar Diamond,3.9,Jewellery,1k-5k Employees,Public,29,Mumbai
Snackible,4.5,Internet,5k-10k Employees,Startup,9,Mumbai
Boat LifeStyle,4.0,Internet,51-200 Employees,Startup,8,Mumbai
GetSetHome,1.7,Retail,11-50 Employees,Startup,10,Mumbai
TagMango,4.2,Internet,11-50 Employees,Startup,5,Mumbai
Veera,1.6,Healthcare,11-50 Employees,Startup,5,Mumbai
Tata Hitachi Construction Machinery,4.1,Industrial Machinery,1k-5k Employees,Fortune India 500,25,Mumbai
Macquarie Group,3.5,Financial Services,1k-5k Employees,Forbes Global 2000,55,Mumbai
CCI Logistics,3.1,Logistics,201-500 Employees,Public,47,Mumbai
Kirloskar Pneumatic,4.2,Industrial Machinery,501-1k Employees,Public,66,Mumbai
D-Link,4.2,Hardware & Networking,201-500 Employees,Public,38,Mumbai
JK Paper,4.1,Pulp & Paper,1k-5k Employees,Public,62,Mumbai
Indian Overseas Bank,3.4,Banking,10k-50k Employees,Fortune India 500,87,Mumbai
MTR Foods,4.2,FMCG,1k-5k Employees,Forbes Global 2000,100,Mumbai
ESL Steel,4.1,Iron & Steel,5k-10k Employees,Public,18,Mumbai
Aptronix - Apple Premium Reseller,3.9,Electrical Equipment,201-500 Employees,Public,13,Mumbai
LogisticsNow,2.9,Software Product,11-50 Employees,Startup,8,Mumbai
Snapmint Credit Advisory,4.0,Financial Services,51-200 Employees,Startup,9,Mumbai
Arthan Finance,4.4,NBFC,201-500 Employees,Startup,6,Mumbai
MagicPin,3.2,Internet,201-500 Employees,Startup,9,Mumbai
Arihant Superstructures,2.8,Real Estate,51-200 Employees,Public,41,Mumbai
Indian Energy Exchange,3.4,Power,51-200 Employees,Public,16,Mumbai
Groyyo,3.6,Internet,11-50 Employees,Startup,3,Mumbai
Can Fin Homes,3.4,NBFC,501-1k Employees,Public,37,Mumbai
Bygging India,4.2,Engineering & Construction,201-500 Employees,Public,41,Mumbai
Acrysil,4.0,Building Material,201-500 Employees,Public,37,Mumbai
JK Paper,4.1,Pulp & Paper,1k-5k Employees,Public,62,Mumbai
Black Box Corporation,3.4,IT Services & Consulting,1k-5k Employees,Fortune India 500,48,Mumbai
Indian Overseas Bank,3.4,Banking,10k-50k Employees,Fortune India 500,87,Mumbai
MTR Foods,4.2,FMCG,1k-5k Employees,Forbes Global 2000,100,Mumbai
Proteon Pharmaceuticals,2.8,Internet,1-10 Employees,Startup,7,Mumbai
ESL Steel,4.1,Iron & Steel,5k-10k Employees,Public,18,Mumbai
Telesonic Networks,3.7,Telecom,5k-10k Employees,Public,15,Mumbai
Bygging India,4.2,Engineering & Construction,201-500 Employees,Public,41,Mumbai
Acrysil,4.0,Building Material,201-500 Employees,Public,37,Mumbai
Srei Equipment Finance,4.5,Financial Services,1k-5k Employees,Public,35,Mumbai
Calyx Chemicals & Pharmaceuticals,3.8,Pharma,501-1k Employees,Public,45,Mumbai
HealthifyMe,3.0,Fitness & Wellness,1k-5k Employees,Startup,12,Mumbai
Jain Farm Fresh Foods,4.0,FMCG,201-500 Employees,Public,61,Mumbai
Veritas,4.2,Software Product,1k-5k Employees,Public,35,Mumbai
Emerald Jewel Industry India,3.9,Jewellery,51-200 Employees,Public,40,Mumbai
Almarai,4.3,Food Processing,1k-5k Employees,Forbes Global 2000,47,Mumbai
BabyChakra,3.1,IT Services & Consulting,11-50 Employees (Global),Startup,9,Mumbai
Recpdcl.ltd,4.0,Facility Management Services,1k-5k Employees,Central,17,Mumbai
Indiafilings,3.1,Financial Services,501-1k Employees (Global),Startup,11,Mumbai
Sangam India,3.7,Fashion & Textile,1k-5k Employees,Public,40,Mumbai
Nagreeka Exports,2.3,Fashion & Textile,201-500 Employees,Public,35,Mumbai
Amagi Media Labs,3.7,Software Product,201-500 Employees,Indian Unicorn,16,Bangalore
Wakefit,4.2,Furniture & Furnishing,1k-5k Employees,Startup,8,Mumbai
Eicher Motors,4.2,Automobile,5k-10k Employees,Public,42,Mumbai
TREJHARA SOLUTIONS,3.0,IT Services & Consulting,51-200 Employees,Public,7,Navi
Monte Carlo,4.2,Fashion & Textile,201-500 Employees,Public,40,Chennai
Reliance Lifestyle Holdings,3.8,Retail,51-200 Employees,Public,51,Mumbai
Thinq Pharma Cro,4.0,Pharma,51-200 Employees,Public,22,Mumbai
Thinq Pharma Cro,4.0,Pharma,51-200 Employees,Public,22,Pithampur
TREJHARA SOLUTIONS,3.0,IT Services & Consulting,51-200 Employees,Public,7,Navi
Monte Carlo,4.2,Fashion & Textile,201-500 Employees,Public,40,Chennai
Sayaji Hotels,4.3,Hospitality,1k-5k Employees,Public,37,Chennai
Punjab & Sind Bank,3.4,Banking,5k-10k Employees,Fortune India 500,116,Mumbai
The Ruby Mills,4.0,Fashion & Textile,501-1k Employees,Public,107,Mumbai
Ministry of Defence,4.4,Government,1 Lakh+ Employees,Central,77,Mumbai
Upwards Fintech,3.5,Internet,11-50 Employees,Startup,8,Mumbai
Prozone Intu Properties,3.9,Real Estate,51-200 Employees,Public,17,Mumbai
Puravankara,3.7,Real Estate,501-1k Employees,Public,49,Mumbai
Sunshield Chemicals,4.0,Chemicals,201-500 Employees,Public,38,Mumbai
GetVantage,2.8,Internet,11-50 Employees,Startup,5,Mumbai
Tosoh India,4.2,Chemicals,201-500 Employees,Forbes Global 2000,89,Mumbai
Mehta Group,4.2,Fashion & Textile,10k-50k Employees,Conglomerate,124,Mumbai
Hindustan Zinc,3.9,Metals & Mining,1k-5k Employees,Public,58,Mumbai
Vestas,4.3,Power,1k-5k Employees,Forbes Global 2000,27,Mumbai
Vestas,4.3,Power,1k-5k Employees,Forbes Global 2000,27,Mumbai
Muthoot Pappachan Group,3.1,Financial Services,10k-50k Employees,Conglomerate,137,Mumbai
Lalamove,3.8,Internet,201-500 Employees,Startup,11,Mumbai
M2P Fintech,3.8,FinTech,1k-5k Employees,Startup,9,Mumbai
Delta Electronics,4.0,Electronics Manufacturing,501-1k Employees,Forbes Global 2000,32,Mumbai
Shree Cement,4.0,Building Material,5k-10k Employees,Public,45,Mumbai
Jindal X,3.5,BPO,1k-5k Employees,Public,25,Mumbai
Fujitsu,3.9,IT Services & Consulting,5k-10k Employees,Forbes Global 2000,89,Mumbai
Infibeam,3.1,FinTech,501-1k Employees,Public,17,Mumbai
The MobileStore,4.3,Internet,501-1k Employees,Public,18,Mumbai
Infibeam,3.1,FinTech,501-1k Employees,Public,17,Mumbai
Rubique,2.4,Financial Services,51-200 Employees (Global),Startup,10,Mumbai
Gojavas,3.7,Logistics,1k-5k Employees,Startup,11,Mumbai
Hotel Leela Venture,4.6,Hospitality,1k-5k Employees,Public,43,Mumbai
The Oriental Insurance Co.,4.5,Insurance,10k-50k Employees,Central,77,Mumbai
The MobileStore,4.3,Internet,501-1k Employees,Public,18,Mumbai
Shirdi Industries,3.9,Financial Services,501-1k Employees,Public,31,Mumbai
Mandhana Retail Ventures,4.2,Retail,501-1k Employees,Public,13,Mumbai
Sparsh BPO Services,3.9,BPO,10k-50k Employees,Public,46,Mumbai
Jaipan Industries,4.1,Consumer Electronics & Appliances,51-200 Employees,Public,43,Mumbai
Sunil Hitech Engineers,4.3,Engineering & Construction,501-1k Employees,Public,26,Chennai
Birla Shloka Edutech,4.0,EdTech,51-200 Employees,Public,16,Mumbai
Magma Housing Finance,4.3,Financial Services,5k-10k Employees,Public,35,Mumbai
Pocket Aces,4.0,Media & Entertainment,51-200 Employees,Startup,11,Mumbai
Kshitij Polyline,2.4,FMCG,11-50 Employees,Public,26,Mumbai
Pocket Aces,4.0,Media & Entertainment,51-200 Employees,Startup,11,Mumbai
ReDesyn,4.2,Internet,11-50 Employees,Startup,6,Mumbai
Raymond Realty Limited,4.8,Real Estate,201-500 Employees,Public,6,Mumbai
Eruditus Executive Education,3.3,EdTech,51-200 Employees,Indian Unicorn,14,Mumbai
ReDesyn,4.2,Internet,11-50 Employees,Startup,6,Mumbai
QuickXpert Infotech,3.5,IT Services & Consulting,11-50 Employees,Public,10,Mumbai
Eruditus Executive Education,3.3,EdTech,51-200 Employees,Indian Unicorn,14,Mumbai
Raymond Realty Limited,4.8,Real Estate,201-500 Employees,Public,6,Mumbai
Chingari,3.6,Internet,201-500 Employees,Startup,6,Mumbai
Cineline,3.3,Real Estate,51-200 Employees,Public,22,Mumbai
PropShop24.com,2.9,Retail,11-50 Employees,Startup,12,Mumbai
Etisalat,3.5,Telecom,1k-5k Employees,Public,48,Mumbai
Toshiba,4.0,Industrial Machinery,201-500 Employees,Forbes Global 2000,149,Mumbai
Intex Technologies,3.7,Consumer Electronics & Appliances,1k-5k Employees,Public,28,Mumbai
ICON Plc,4.2,Clinical Research,1k-5k Employees,Public,34,Mumbai
Hero Cycles,3.6,Automobile,5k-10k Employees,Public,68,Mumbai
IL&FS Engineering and Construction,4.4,Engineering & Construction,1k-5k Employees,Public,36,Mumbai
Government Polytechnic Nagpur,4.0,Education & Training,1k-5k Employees,State,110,Mumbai
Pudumjee Paper Products,4.1,Pulp & Paper,501-1k Employees,Public,9,Mumbai
Silver Touch Technologies,3.6,IT Services & Consulting,1k-5k Employees,Public,32,Mumbai
Gpt Infraprojects,4.0,Engineering & Construction,1k-5k Employees,Public,44,Mumbai
Idex,3.7,Non-Profit,201-500 Employees,Forbes Global 2000,37,Mumbai
Orient Bell,3.8,Building Material,501-1k Employees,Public,47,Mumbai
Cable Corporation Of India,3.5,Electronics Manufacturing,501-1k Employees,Public,67,Mumbai
Jawed Habib Hair & Beauty,4.1,Retail,1k-5k Employees,Public,18,Mumbai
Sadhana Nitro Chem,2.7,Chemicals / Agri Inputs,51-200 Employees,Public,51,Mumbai
Midc,4.4,Government,1k-5k Employees (Global),Public,60,Mumbai
Khaitan Electricals,3.2,Food Processing,201-500 Employees,Public,43,Mumbai
Cremica Food Industries,4.1,Food Processing,501-1k Employees,Public,46,Mumbai
Tlg India,3.8,Software Product,201-500 Employees,Public,52,Mumbai
Propstack Services,2.5,Internet,51-200 Employees,Startup,11,Mumbai
Flipkart Health+,3.7,Internet,501-1k Employees,Startup,11,Mumbai
CK Birla Group,4.2,Building Material,1k-5k Employees,Conglomerate,162,Mumbai
STYLAM Industries,3.7,Engineering & Construction,201-500 Employees,Public,33,Mumbai
Modern Insulators,4.1,Electrical Equipment,501-1k Employees,Public,39,Mumbai
Jindal Industries,3.5,Import & Export,1k-5k Employees (Global),Public,72,Mumbai
Samunnati Financial Intermediation and Services,4.5,Financial Services,201-500 Employees,Startup,10,Mumbai
McDermott International,4.3,Engineering & Construction,1k-5k Employees,Public,101,Mumbai
Transsion,4.2,Consumer Electronics & Appliances,501-1k Employees,Public,18,Mumbai
Naturedge Beverages,3.7,Beverage,51-200 Employees,Startup,6,Mumbai
Satin Creditcare Network,4.1,NBFC,5k-10k Employees,Public,34,Mumbai
Biotique,3.8,Biotechnology,501-1k Employees,Conglomerate,24,Mumbai
REPCO HOME FINANCE,3.9,NBFC,501-1k Employees,Public,24,Mumbai
Bharat Oman Refineries,3.8,Oil & Gas,501-1k Employees,Public,13,Bina
PSL,4.0,Industrial Machinery,501-1k Employees,Public,37,Mumbai
Garden Silk Mills,4.0,Fashion & Textile,1k-5k Employees,Public,45,Surat
Infinite Computer Solutions,3.5,IT Services & Consulting,1k-5k Employees,Public,23,Bangalore
Amadeus,4.0,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,37,Bangalore
CreditEnable,2.4,FinTech,51-200 Employees,Startup,8,Mumbai
Singhania Education Services,2.8,EdTech,51-200 Employees,Startup,4,Mumbai
Wheelseye Technology,3.7,Logistics,1k-5k Employees,Startup,7,Mumbai
Verizon,4.2,Telecom,5k-10k Employees,Forbes Global 2000,24,Mumbai
National Informatics Centre,4.2,Government,1k-5k Employees,Central,48,Mumbai
Gillette,4.5,FMCG,1k-5k Employees,Public,40,Mumbai
Satin Creditcare Network,4.1,NBFC,5k-10k Employees,Public,34,Mumbai
United India Insurance Company,4.3,Insurance,10k-50k Employees,Public,86,Mumbai
INSPIRE CLEAN ENERGY,3.2,Power,201-500 Employees,Startup,9,Mumbai
REPCO HOME FINANCE,3.9,NBFC,501-1k Employees,Public,24,Mumbai
